image_id,image,split,subset
IDRiD_141,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_141.jpg,train,grading
IDRiD_142,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_142.jpg,train,grading
IDRiD_143,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_143.jpg,train,grading
IDRiD_144,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_144.jpg,train,grading
IDRiD_145,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_145.jpg,train,grading
IDRiD_146,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_146.jpg,train,grading
IDRiD_147,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_147.jpg,train,grading
IDRiD_148,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_148.jpg,train,grading
IDRiD_149,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_149.jpg,train,grading
IDRiD_150,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_150.jpg,train,grading
IDRiD_151,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_151.jpg,train,grading
IDRiD_152,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_152.jpg,train,grading
IDRiD_153,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_153.jpg,train,grading
IDRiD_154,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_154.jpg,train,grading
IDRiD_155,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_155.jpg,train,grading
IDRiD_156,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_156.jpg,train,grading
IDRiD_157,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_157.jpg,train,grading
IDRiD_158,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_158.jpg,train,grading
IDRiD_159,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_159.jpg,train,grading
IDRiD_160,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_160.jpg,train,grading
IDRiD_161,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_161.jpg,train,grading
IDRiD_162,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_162.jpg,train,grading
IDRiD_163,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_163.jpg,train,grading
IDRiD_164,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_164.jpg,train,grading
IDRiD_165,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_165.jpg,train,grading
IDRiD_166,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_166.jpg,train,grading
IDRiD_167,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_167.jpg,train,grading
IDRiD_168,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_168.jpg,train,grading
IDRiD_169,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_169.jpg,train,grading
IDRiD_170,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_170.jpg,train,grading
IDRiD_171,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_171.jpg,train,grading
IDRiD_172,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_172.jpg,train,grading
IDRiD_173,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_173.jpg,train,grading
IDRiD_174,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_174.jpg,train,grading
IDRiD_175,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_175.jpg,train,grading
IDRiD_176,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_176.jpg,train,grading
IDRiD_177,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_177.jpg,train,grading
IDRiD_178,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_178.jpg,train,grading
IDRiD_179,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_179.jpg,train,grading
IDRiD_180,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_180.jpg,train,grading
IDRiD_181,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_181.jpg,train,grading
IDRiD_182,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_182.jpg,train,grading
IDRiD_183,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_183.jpg,train,grading
IDRiD_184,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_184.jpg,train,grading
IDRiD_185,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_185.jpg,train,grading
IDRiD_186,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_186.jpg,train,grading
IDRiD_187,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_187.jpg,train,grading
IDRiD_188,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_188.jpg,train,grading
IDRiD_189,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_189.jpg,train,grading
IDRiD_190,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_190.jpg,train,grading
IDRiD_191,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_191.jpg,train,grading
IDRiD_192,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_192.jpg,train,grading
IDRiD_193,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_193.jpg,train,grading
IDRiD_194,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_194.jpg,train,grading
IDRiD_195,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_195.jpg,train,grading
IDRiD_196,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_196.jpg,train,grading
IDRiD_197,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_197.jpg,train,grading
IDRiD_198,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_198.jpg,train,grading
IDRiD_199,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_199.jpg,train,grading
IDRiD_200,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_200.jpg,train,grading
IDRiD_201,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_201.jpg,train,grading
IDRiD_202,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_202.jpg,train,grading
IDRiD_203,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_203.jpg,train,grading
IDRiD_204,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_204.jpg,train,grading
IDRiD_205,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_205.jpg,train,grading
IDRiD_206,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_206.jpg,train,grading
IDRiD_207,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_207.jpg,train,grading
IDRiD_208,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_208.jpg,train,grading
IDRiD_209,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_209.jpg,train,grading
IDRiD_210,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_210.jpg,train,grading
IDRiD_211,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_211.jpg,train,grading
IDRiD_212,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_212.jpg,train,grading
IDRiD_213,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_213.jpg,train,grading
IDRiD_214,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_214.jpg,train,grading
IDRiD_215,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_215.jpg,train,grading
IDRiD_216,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_216.jpg,train,grading
IDRiD_217,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_217.jpg,train,grading
IDRiD_218,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_218.jpg,train,grading
IDRiD_219,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_219.jpg,train,grading
IDRiD_220,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_220.jpg,train,grading
IDRiD_221,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_221.jpg,train,grading
IDRiD_222,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_222.jpg,train,grading
IDRiD_223,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_223.jpg,train,grading
IDRiD_224,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_224.jpg,train,grading
IDRiD_225,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_225.jpg,train,grading
IDRiD_226,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_226.jpg,train,grading
IDRiD_227,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_227.jpg,train,grading
IDRiD_228,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_228.jpg,train,grading
IDRiD_229,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_229.jpg,train,grading
IDRiD_230,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_230.jpg,train,grading
IDRiD_231,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_231.jpg,train,grading
IDRiD_232,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_232.jpg,train,grading
IDRiD_233,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_233.jpg,train,grading
IDRiD_234,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_234.jpg,train,grading
IDRiD_235,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_235.jpg,train,grading
IDRiD_236,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_236.jpg,train,grading
IDRiD_237,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_237.jpg,train,grading
IDRiD_238,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_238.jpg,train,grading
IDRiD_239,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_239.jpg,train,grading
IDRiD_240,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_240.jpg,train,grading
IDRiD_241,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_241.jpg,train,grading
IDRiD_242,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_242.jpg,train,grading
IDRiD_243,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_243.jpg,train,grading
IDRiD_244,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_244.jpg,train,grading
IDRiD_245,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_245.jpg,train,grading
IDRiD_246,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_246.jpg,train,grading
IDRiD_247,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_247.jpg,train,grading
IDRiD_248,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_248.jpg,train,grading
IDRiD_249,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_249.jpg,train,grading
IDRiD_250,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_250.jpg,train,grading
IDRiD_251,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_251.jpg,train,grading
IDRiD_252,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_252.jpg,train,grading
IDRiD_253,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_253.jpg,train,grading
IDRiD_254,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_254.jpg,train,grading
IDRiD_255,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_255.jpg,train,grading
IDRiD_256,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_256.jpg,train,grading
IDRiD_257,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_257.jpg,train,grading
IDRiD_258,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_258.jpg,train,grading
IDRiD_259,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_259.jpg,train,grading
IDRiD_260,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_260.jpg,train,grading
IDRiD_261,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_261.jpg,train,grading
IDRiD_262,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_262.jpg,train,grading
IDRiD_263,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_263.jpg,train,grading
IDRiD_264,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_264.jpg,train,grading
IDRiD_265,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_265.jpg,train,grading
IDRiD_266,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_266.jpg,train,grading
IDRiD_267,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_267.jpg,train,grading
IDRiD_268,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_268.jpg,train,grading
IDRiD_269,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_269.jpg,train,grading
IDRiD_270,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_270.jpg,train,grading
IDRiD_271,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_271.jpg,train,grading
IDRiD_272,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_272.jpg,train,grading
IDRiD_273,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_273.jpg,train,grading
IDRiD_274,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_274.jpg,train,grading
IDRiD_275,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_275.jpg,train,grading
IDRiD_276,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_276.jpg,train,grading
IDRiD_277,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_277.jpg,train,grading
IDRiD_278,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_278.jpg,train,grading
IDRiD_279,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_279.jpg,train,grading
IDRiD_280,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_280.jpg,train,grading
IDRiD_281,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_281.jpg,train,grading
IDRiD_282,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_282.jpg,train,grading
IDRiD_283,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_283.jpg,train,grading
IDRiD_284,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_284.jpg,train,grading
IDRiD_285,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_285.jpg,train,grading
IDRiD_286,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_286.jpg,train,grading
IDRiD_287,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_287.jpg,train,grading
IDRiD_288,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_288.jpg,train,grading
IDRiD_289,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_289.jpg,train,grading
IDRiD_290,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_290.jpg,train,grading
IDRiD_291,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_291.jpg,train,grading
IDRiD_292,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_292.jpg,train,grading
IDRiD_293,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_293.jpg,train,grading
IDRiD_294,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_294.jpg,train,grading
IDRiD_295,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_295.jpg,train,grading
IDRiD_296,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_296.jpg,train,grading
IDRiD_297,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_297.jpg,train,grading
IDRiD_298,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_298.jpg,train,grading
IDRiD_299,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_299.jpg,train,grading
IDRiD_300,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_300.jpg,train,grading
IDRiD_301,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_301.jpg,train,grading
IDRiD_302,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_302.jpg,train,grading
IDRiD_303,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_303.jpg,train,grading
IDRiD_304,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_304.jpg,train,grading
IDRiD_305,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_305.jpg,train,grading
IDRiD_306,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_306.jpg,train,grading
IDRiD_307,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_307.jpg,train,grading
IDRiD_308,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_308.jpg,train,grading
IDRiD_309,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_309.jpg,train,grading
IDRiD_310,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_310.jpg,train,grading
IDRiD_311,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_311.jpg,train,grading
IDRiD_312,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_312.jpg,train,grading
IDRiD_313,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_313.jpg,train,grading
IDRiD_314,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_314.jpg,train,grading
IDRiD_315,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_315.jpg,train,grading
IDRiD_316,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_316.jpg,train,grading
IDRiD_317,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_317.jpg,train,grading
IDRiD_318,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_318.jpg,train,grading
IDRiD_319,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_319.jpg,train,grading
IDRiD_320,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_320.jpg,train,grading
IDRiD_321,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_321.jpg,train,grading
IDRiD_322,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_322.jpg,train,grading
IDRiD_323,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_323.jpg,train,grading
IDRiD_324,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_324.jpg,train,grading
IDRiD_325,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_325.jpg,train,grading
IDRiD_326,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_326.jpg,train,grading
IDRiD_327,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_327.jpg,train,grading
IDRiD_328,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_328.jpg,train,grading
IDRiD_329,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_329.jpg,train,grading
IDRiD_330,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_330.jpg,train,grading
IDRiD_331,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_331.jpg,train,grading
IDRiD_332,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_332.jpg,train,grading
IDRiD_333,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_333.jpg,train,grading
IDRiD_334,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_334.jpg,train,grading
IDRiD_335,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_335.jpg,train,grading
IDRiD_336,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_336.jpg,train,grading
IDRiD_337,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_337.jpg,train,grading
IDRiD_338,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_338.jpg,train,grading
IDRiD_339,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_339.jpg,train,grading
IDRiD_340,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_340.jpg,train,grading
IDRiD_341,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_341.jpg,train,grading
IDRiD_342,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_342.jpg,train,grading
IDRiD_343,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_343.jpg,train,grading
IDRiD_344,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_344.jpg,train,grading
IDRiD_345,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_345.jpg,train,grading
IDRiD_346,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_346.jpg,train,grading
IDRiD_347,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_347.jpg,train,grading
IDRiD_348,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_348.jpg,train,grading
IDRiD_349,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_349.jpg,train,grading
IDRiD_350,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_350.jpg,train,grading
IDRiD_351,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_351.jpg,train,grading
IDRiD_352,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_352.jpg,train,grading
IDRiD_353,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_353.jpg,train,grading
IDRiD_354,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_354.jpg,train,grading
IDRiD_355,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_355.jpg,train,grading
IDRiD_356,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_356.jpg,train,grading
IDRiD_357,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_357.jpg,train,grading
IDRiD_358,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_358.jpg,train,grading
IDRiD_359,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_359.jpg,train,grading
IDRiD_360,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_360.jpg,train,grading
IDRiD_361,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_361.jpg,train,grading
IDRiD_362,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_362.jpg,train,grading
IDRiD_363,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_363.jpg,train,grading
IDRiD_364,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_364.jpg,train,grading
IDRiD_365,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_365.jpg,train,grading
IDRiD_366,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_366.jpg,train,grading
IDRiD_367,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_367.jpg,train,grading
IDRiD_368,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_368.jpg,train,grading
IDRiD_369,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_369.jpg,train,grading
IDRiD_370,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_370.jpg,train,grading
IDRiD_371,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_371.jpg,train,grading
IDRiD_372,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_372.jpg,train,grading
IDRiD_373,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_373.jpg,train,grading
IDRiD_374,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_374.jpg,train,grading
IDRiD_375,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_375.jpg,train,grading
IDRiD_376,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_376.jpg,train,grading
IDRiD_377,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_377.jpg,train,grading
IDRiD_378,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_378.jpg,train,grading
IDRiD_379,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_379.jpg,train,grading
IDRiD_380,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_380.jpg,train,grading
IDRiD_381,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_381.jpg,train,grading
IDRiD_382,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_382.jpg,train,grading
IDRiD_383,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_383.jpg,train,grading
IDRiD_384,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_384.jpg,train,grading
IDRiD_385,B. Disease Grading/B. Disease Grading/1. Original Images/a. Training Set/IDRiD_385.jpg,train,grading
